trip_id,driver_id,driver_trip_number,duration_minutes,distance_miles,average_speed_mph,max_speed_mph,harsh_braking_events,harsh_acceleration_events,sharp_cornering_events,phone_usage_seconds,speeding_percent,night_driving,rush_hour,time_of_day,start_zone,end_zone,data_quality_score,gps_accuracy_avg
trip_009555,b70b35e4080e6406,5,21.6,24.08,62.3,73.8,1,3,2,0,0.135,0,1,morning_commute,zone_37.59_-122.41,zone_37.55_-122.46,0.9389730649072725,8.305231547896312
trip_009556,b70b35e4080e6406,6,17.7,16.97,52.4,62.5,0,2,3,0,0.379,0,1,morning_commute,zone_37.54_-122.35,zone_37.58_-122.44,0.7696899901409591,18.897822106945288
trip_009557,b70b35e4080e6406,7,63.4,41.07,60.3,61.7,8,6,4,37,0.745,1,0,early_morning,zone_37.9_-122.32,zone_37.99_-122.28,0.9521348605267518,9.472462424392162
trip_009558,b70b35e4080e6406,8,33.4,39.23,47.6,67.5,3,3,6,0,0.478,1,0,night,zone_37.74_-122.34,zone_37.78_-122.37,0.8927457085276778,17.04578554489438
trip_009559,b70b35e4080e6406,9,33.1,28.48,54.4,55.9,6,3,3,0,0.14,1,0,night,zone_37.52_-122.55,zone_37.52_-122.55,0.9929190662230876,9.039402175517559
trip_009560,b70b35e4080e6406,10,15.3,13.57,56.1,61.1,2,2,1,0,0.355,0,1,evening_commute,zone_37.66_-122.38,zone_37.75_-122.42,0.9037425834176925,21.806946331255922
trip_009561,b70b35e4080e6406,11,31.6,26.95,57.1,92.3,3,3,5,0,0.244,0,1,evening_commute,zone_37.51_-122.26,zone_37.48_-122.21,0.9937518166351298,10.258845448115183
trip_013297,b775370ac8b9b6de,1,28.8,20.9,34.6,38.8,2,1,0,32,0.085,0,0,midday,zone_37.74_-122.51,zone_37.8_-122.46,0.9419120696852047,8.911164551021358
trip_013298,b775370ac8b9b6de,2,13.3,7.53,38.9,40.3,0,1,3,0,0.041,0,0,midday,zone_37.85_-122.23,zone_37.89_-122.24,0.9488808055742689,13.400996397128619
trip_013299,b775370ac8b9b6de,3,35.4,31.05,36.7,41.1,2,1,1,0,0.069,1,0,early_morning,zone_37.58_-122.46,zone_37.52_-122.45,0.9660243409404793,28.45422939206967
trip_013300,b775370ac8b9b6de,4,29.1,21.73,35.2,43.5,1,3,1,0,0.044,0,1,morning_commute,zone_37.67_-122.31,zone_37.61_-122.33,0.8640354911449727,13.238092356939458
trip_013301,b775370ac8b9b6de,5,12.9,8.64,41.7,47.5,0,0,1,0,0.036,0,1,morning_commute,zone_37.74_-122.25,zone_37.82_-122.29,0.9635223344741705,10.490029638249748
trip_013302,b775370ac8b9b6de,6,37.6,24.26,35.5,49.7,2,0,1,81,0.147,0,1,evening_commute,zone_37.65_-122.24,zone_37.55_-122.25,0.9763425951626142,29.247430163576055
trip_013303,b775370ac8b9b6de,7,11.2,5.8,26.9,28.4,1,1,0,0,0.106,0,1,evening_commute,zone_37.62_-122.28,zone_37.72_-122.37,0.9771468782465897,42.251440756777086
trip_013304,b775370ac8b9b6de,8,44.8,32.42,35.4,48.1,2,0,0,0,0.053,1,0,night,zone_37.67_-122.48,zone_37.58_-122.46,0.9941113318382861,16.78504735929623
trip_013305,b775370ac8b9b6de,9,57.0,32.95,38.0,62.8,3,0,2,0,0.059,1,0,early_morning,zone_37.59_-122.49,zone_37.51_-122.57,0.9711805733918248,21.2129776542513
trip_001573,b787f8ecf555c4b4,1,9.3,6.72,40.4,45.6,0,0,0,0,0.106,1,0,early_morning,zone_37.74_-122.47,zone_37.68_-122.54,0.9956675701299497,16.724303481468155
trip_001574,b787f8ecf555c4b4,2,34.4,23.14,31.3,43.1,2,1,1,0,0.145,0,1,morning_commute,zone_37.55_-122.35,zone_37.59_-122.32,0.9435757193379262,11.360867270321862
trip_001575,b787f8ecf555c4b4,3,39.5,23.55,43.0,49.6,4,2,2,0,0.007,0,0,midday,zone_37.72_-122.4,zone_37.63_-122.48,0.9509987466365519,26.56803627774184
trip_001576,b787f8ecf555c4b4,4,23.0,22.72,32.8,47.0,2,0,0,0,0.05,0,0,midday,zone_37.58_-122.59,zone_37.54_-122.66,0.8690849619979603,15.112243164814913
trip_001577,b787f8ecf555c4b4,5,47.4,21.55,37.2,42.4,2,6,0,0,0.017,0,1,evening_commute,zone_37.66_-122.5,zone_37.6_-122.47,0.8260969012561142,10.59359568061678
trip_001578,b787f8ecf555c4b4,6,26.7,23.62,37.4,51.7,0,1,1,0,0.026,1,0,early_morning,zone_37.85_-122.42,zone_37.91_-122.35,0.8664778264924944,9.275293796069242
trip_001579,b787f8ecf555c4b4,7,23.6,15.25,37.5,44.3,3,3,0,0,0.11,0,0,midday,zone_37.64_-122.31,zone_37.66_-122.4,0.8147682915390246,22.455651389909498
trip_001580,b787f8ecf555c4b4,8,31.5,14.32,37.0,55.3,1,2,0,0,0.075,1,0,night,zone_37.87_-122.48,zone_37.79_-122.44,0.8534504307176997,12.549407180349977
trip_001581,b787f8ecf555c4b4,9,42.8,13.89,29.3,44.4,3,1,2,0,0.1,0,1,morning_commute,zone_37.65_-122.21,zone_37.56_-122.29,0.8260950408997491,13.35064010644085
trip_001582,b787f8ecf555c4b4,10,62.1,48.2,31.4,32.8,1,2,1,0,0.136,0,0,midday,zone_37.84_-122.51,zone_37.74_-122.48,0.7934330125574067,12.500379807330763
trip_001583,b787f8ecf555c4b4,11,35.3,22.39,40.1,46.5,4,4,0,0,0.085,0,1,morning_commute,zone_37.64_-122.32,zone_37.74_-122.28,0.85788901421951,6.874516285692099
trip_001584,b787f8ecf555c4b4,12,49.8,31.16,42.8,52.5,1,1,2,0,0.013,0,1,morning_commute,zone_37.73_-122.41,zone_37.77_-122.33,0.9217985298246189,25.328307862239008
trip_001585,b787f8ecf555c4b4,13,11.2,6.32,37.7,68.4,0,1,0,0,0.016,0,1,morning_commute,zone_37.73_-122.35,zone_37.68_-122.3,0.9473943333650597,7.881443632312422
trip_001586,b787f8ecf555c4b4,14,32.6,22.64,41.5,51.3,0,3,0,0,0.079,0,1,evening_commute,zone_37.87_-122.33,zone_37.8_-122.33,0.9561205895414118,18.537583180196428
trip_001587,b787f8ecf555c4b4,15,45.6,33.49,31.9,41.9,2,4,1,0,0.031,0,1,evening_commute,zone_37.77_-122.41,zone_37.79_-122.4,0.9597625086151561,13.971719391651595
trip_001588,b787f8ecf555c4b4,16,56.0,20.1,29.9,35.9,2,2,3,5,0.007,1,0,night,zone_37.63_-122.54,zone_37.58_-122.6,0.9143979314006686,17.991535326188917
trip_001589,b787f8ecf555c4b4,17,37.1,26.86,35.7,49.2,2,0,1,43,0.092,1,0,night,zone_37.53_-122.52,zone_37.52_-122.57,0.9943132611259076,9.035071021454726
trip_003833,b7b661048f5cf940,1,32.6,14.3,43.1,51.4,2,1,0,0,0.037,0,1,evening_commute,zone_37.55_-122.41,zone_37.6_-122.45,0.9502919364601864,8.177157258935608
trip_003834,b7b661048f5cf940,2,14.7,7.55,40.7,45.1,0,1,0,0,0.075,0,1,morning_commute,zone_37.76_-122.48,zone_37.78_-122.5,0.7213170129856836,7.671335705755281
trip_003835,b7b661048f5cf940,3,23.4,15.96,46.1,54.5,3,0,0,0,0.072,1,0,early_morning,zone_37.65_-122.42,zone_37.68_-122.35,0.9420597034807995,14.740656197232994
trip_003836,b7b661048f5cf940,4,38.3,30.18,44.4,51.9,1,1,2,0,0.048,0,0,midday,zone_37.6_-122.39,zone_37.53_-122.47,0.9428730602328067,8.25827011446339
trip_003837,b7b661048f5cf940,5,70.0,26.64,29.6,33.5,3,1,1,0,0.032,0,1,evening_commute,zone_37.84_-122.43,zone_37.94_-122.41,0.9199335630852513,14.477192803871874
trip_003838,b7b661048f5cf940,6,32.5,29.3,36.9,48.5,2,1,4,0,0.041,0,1,evening_commute,zone_37.55_-122.49,zone_37.57_-122.54,0.7228318236716588,16.83625896756354
trip_003839,b7b661048f5cf940,7,39.8,29.57,48.5,69.5,2,2,0,0,0.038,0,0,midday,zone_37.84_-122.49,zone_37.87_-122.43,0.8729542180605161,31.577566439396044
trip_003840,b7b661048f5cf940,8,48.6,34.29,39.8,43.0,1,0,2,38,0.084,1,0,early_morning,zone_37.88_-122.56,zone_37.79_-122.64,0.7756355801094472,14.165383350351668
trip_003841,b7b661048f5cf940,9,26.4,17.37,33.1,45.8,0,1,0,0,0.028,0,1,evening_commute,zone_37.77_-122.47,zone_37.7_-122.38,0.8570367232909507,19.003692789281892
trip_003842,b7b661048f5cf940,10,19.5,15.19,42.2,44.8,1,0,0,0,0.055,0,1,evening_commute,zone_37.82_-122.45,zone_37.78_-122.45,0.8469402038602644,17.199345275772842
trip_003843,b7b661048f5cf940,11,14.4,8.76,34.2,39.3,0,0,1,13,0.088,0,1,morning_commute,zone_37.79_-122.58,zone_37.85_-122.63,0.992039096734022,6.401827055100924
trip_003844,b7b661048f5cf940,12,16.9,10.03,33.4,42.3,1,0,1,0,0.016,0,1,morning_commute,zone_37.76_-122.49,zone_37.66_-122.5,0.9779445637250739,35.1283432602402
trip_003845,b7b661048f5cf940,13,12.9,4.11,40.1,44.2,0,1,0,0,0.049,0,0,midday,zone_37.56_-122.25,zone_37.54_-122.16,0.9155543949876878,8.10377932548084
trip_003846,b7b661048f5cf940,14,36.9,26.63,38.8,53.5,2,2,1,0,0.013,0,1,evening_commute,zone_37.83_-122.47,zone_37.78_-122.49,0.8715653385830543,17.5621023542174
trip_003847,b7b661048f5cf940,15,52.1,30.52,44.5,50.3,1,1,0,0,0.164,0,1,evening_commute,zone_37.69_-122.42,zone_37.63_-122.35,0.9343853336701755,7.2755760480272835
trip_003848,b7b661048f5cf940,16,31.2,14.28,36.1,39.5,1,2,0,0,0.14,0,1,morning_commute,zone_37.61_-122.26,zone_37.53_-122.33,0.9018420761957919,23.643609291551144
trip_003849,b7b661048f5cf940,17,8.3,6.94,38.7,47.9,0,1,1,0,0.051,0,1,morning_commute,zone_37.85_-122.55,zone_37.84_-122.53,0.8796617971073805,19.86437044110364
trip_003850,b7b661048f5cf940,18,40.1,35.13,40.8,66.3,2,2,0,0,0.007,0,0,midday,zone_37.76_-122.54,zone_37.85_-122.64,0.9654899738841703,19.52867148673159
trip_011921,b7c36b4b69cf052e,1,8.3,4.73,28.9,31.4,0,0,0,0,0.021,0,0,midday,zone_37.88_-122.41,zone_37.87_-122.43,0.9501214403898972,29.514772653495083
trip_011922,b7c36b4b69cf052e,2,22.6,3.64,22.5,28.0,0,0,1,0,0.009,0,1,evening_commute,zone_37.73_-122.41,zone_37.8_-122.36,0.9995895619880885,25.813493243978645
trip_011923,b7c36b4b69cf052e,3,10.1,0.74,19.0,21.8,0,0,0,0,0.01,0,1,evening_commute,zone_37.72_-122.4,zone_37.65_-122.44,0.9879971735723274,11.40096527063542
trip_011924,b7c36b4b69cf052e,4,17.0,8.15,20.7,37.7,1,0,0,0,0.051,0,0,midday,zone_37.56_-122.24,zone_37.5_-122.21,0.8827573454878438,5.848991426764578
trip_011925,b7c36b4b69cf052e,5,59.2,15.26,20.5,41.7,0,3,0,0,0.033,0,1,morning_commute,zone_37.62_-122.5,zone_37.55_-122.55,0.9302743013931352,10.922135663576217
trip_011926,b7c36b4b69cf052e,6,16.5,6.46,18.1,21.3,0,0,0,0,0.03,0,1,morning_commute,zone_37.79_-122.54,zone_37.87_-122.54,0.9387728370554266,16.38990976353584
trip_011927,b7c36b4b69cf052e,7,6.5,3.6,25.6,29.9,0,0,0,0,0.009,0,0,midday,zone_37.77_-122.56,zone_37.86_-122.56,0.8469572405475458,19.90070148820096
trip_011928,b7c36b4b69cf052e,8,53.3,17.95,15.4,17.5,2,3,0,0,0.013,0,1,morning_commute,zone_37.55_-122.36,zone_37.55_-122.43,0.7836170078886981,18.97783003764897
trip_011929,b7c36b4b69cf052e,9,42.3,16.61,19.1,21.7,1,0,2,0,0.023,1,0,night,zone_37.75_-122.58,zone_37.7_-122.51,0.9896188430168164,9.903267431433303
trip_011930,b7c36b4b69cf052e,10,7.0,2.47,22.1,24.3,0,0,0,0,0.032,0,0,midday,zone_37.85_-122.3,zone_37.83_-122.26,0.9233121572849243,20.39694952310445
trip_011931,b7c36b4b69cf052e,11,28.1,8.97,22.9,54.3,0,1,0,0,0.024,0,1,evening_commute,zone_37.86_-122.48,zone_37.89_-122.43,0.9427129771872867,6.803148335140707
trip_011932,b7c36b4b69cf052e,12,22.7,3.41,13.1,23.4,1,0,1,0,0.02,0,1,morning_commute,zone_37.86_-122.23,zone_37.8_-122.29,0.9339931583263343,7.469980865688116
trip_011933,b7c36b4b69cf052e,13,6.4,1.93,16.9,32.1,1,0,0,0,0.05,0,0,midday,zone_37.73_-122.24,zone_37.71_-122.25,0.934260633714501,6.2832515431342415
trip_011934,b7c36b4b69cf052e,14,16.4,7.85,14.3,19.2,0,0,1,0,0.026,1,0,early_morning,zone_37.68_-122.4,zone_37.63_-122.31,0.9241597297120562,11.941544959466436
trip_011935,b7c36b4b69cf052e,15,19.6,2.22,20.8,47.6,0,1,0,0,0.021,0,1,evening_commute,zone_37.89_-122.48,zone_37.92_-122.52,0.823990225014981,14.457181418181017
trip_015991,b7eab2f94e5c1863,1,68.0,14.35,33.8,41.7,1,0,1,0,0.037,0,1,morning_commute,zone_37.66_-122.46,zone_37.74_-122.55,0.7233656681047026,13.516423022414005
trip_015992,b7eab2f94e5c1863,2,41.0,15.37,30.1,43.2,2,0,2,0,0.055,0,1,evening_commute,zone_37.55_-122.22,zone_37.57_-122.23,0.9791282381295231,10.85180566529662
trip_015993,b7eab2f94e5c1863,3,31.8,9.61,30.9,43.3,4,3,0,0,0.046,0,1,evening_commute,zone_37.86_-122.49,zone_37.86_-122.58,0.9249779588298952,7.0713482310496225
trip_015994,b7eab2f94e5c1863,4,21.1,5.99,26.3,28.4,0,0,1,0,0.017,0,0,midday,zone_37.54_-122.27,zone_37.56_-122.27,0.9928424442145168,9.527060127737673
trip_015995,b7eab2f94e5c1863,5,31.9,15.67,28.3,33.1,0,1,2,0,0.065,0,1,morning_commute,zone_37.53_-122.54,zone_37.58_-122.58,0.8977262816000685,7.205226733465318
trip_015996,b7eab2f94e5c1863,6,36.0,22.63,37.8,49.8,2,1,3,0,0.082,0,1,evening_commute,zone_37.74_-122.23,zone_37.71_-122.16,0.991645649659701,23.448824774581656
trip_001321,b812696545fca142,1,26.8,20.43,20.9,23.0,2,2,0,0,0.013,0,1,morning_commute,zone_37.78_-122.31,zone_37.87_-122.36,0.847787485031961,9.207904419414563
trip_001322,b812696545fca142,2,46.3,27.08,21.5,27.6,0,1,3,0,0.089,0,1,morning_commute,zone_37.66_-122.47,zone_37.71_-122.56,0.8654936456441142,20.11352045913365
trip_001323,b812696545fca142,3,28.4,13.53,28.2,44.7,1,0,0,0,0.136,0,1,evening_commute,zone_37.59_-122.55,zone_37.6_-122.48,0.9196462633874062,10.132553259897398
trip_001324,b812696545fca142,4,32.5,17.22,24.6,28.8,2,0,0,0,0.109,0,1,evening_commute,zone_37.78_-122.36,zone_37.84_-122.45,0.6690268806163279,10.059587146868576
trip_001325,b812696545fca142,5,16.6,8.66,34.1,42.4,0,0,0,0,0.075,0,0,midday,zone_37.87_-122.21,zone_37.96_-122.13,0.8444797928301073,14.955178389211278
trip_001326,b812696545fca142,6,10.7,5.88,22.9,29.6,1,1,1,0,0.087,0,0,midday,zone_37.66_-122.4,zone_37.62_-122.3,0.9801630313855384,12.015375127438453
trip_001327,b812696545fca142,7,29.5,11.87,34.5,45.1,0,3,1,0,0.053,1,0,night,zone_37.5_-122.25,zone_37.4_-122.35,0.7463285849689711,10.940969440591708
trip_001328,b812696545fca142,8,27.9,10.23,27.4,30.3,0,2,0,38,0.057,0,1,evening_commute,zone_37.7_-122.23,zone_37.6_-122.2,0.971026489511232,19.993873517534524
trip_001329,b812696545fca142,9,15.9,5.91,31.0,35.0,1,0,1,0,0.036,1,0,early_morning,zone_37.73_-122.53,zone_37.78_-122.62,0.9519912923726911,7.449201537988888
trip_001330,b812696545fca142,10,35.4,17.69,24.3,27.7,0,3,0,0,0.066,0,1,morning_commute,zone_37.68_-122.58,zone_37.59_-122.49,0.9358359437700576,9.535239997611125
trip_001331,b812696545fca142,11,76.8,64.73,21.7,36.1,6,5,0,0,0.055,1,0,early_morning,zone_37.68_-122.46,zone_37.67_-122.43,0.9575217110712131,7.839197202238908
trip_001332,b812696545fca142,12,31.0,14.44,21.9,27.2,3,0,0,0,0.097,0,0,midday,zone_37.72_-122.2,zone_37.73_-122.3,0.9595811999031753,16.874377441140798
trip_001333,b812696545fca142,13,41.1,10.69,26.7,29.4,1,3,0,0,0.082,0,0,midday,zone_37.73_-122.31,zone_37.7_-122.31,0.7542474609588413,6.454325310130961
trip_001334,b812696545fca142,14,18.8,13.33,25.7,36.8,2,1,0,0,0.019,1,0,night,zone_37.73_-122.36,zone_37.71_-122.38,0.9645682452926579,13.27547484370391
trip_001335,b812696545fca142,15,26.3,2.4,19.6,31.2,2,0,0,0,0.091,0,1,morning_commute,zone_37.56_-122.57,zone_37.46_-122.48,0.9210839925331402,26.858789814556182
trip_001336,b812696545fca142,16,5.0,1.46,27.0,31.4,0,0,1,0,0.045,0,0,midday,zone_37.53_-122.31,zone_37.57_-122.28,0.8405201163936322,10.729184013903854
trip_006605,b8307b4a1dc12fbd,1,63.5,47.56,37.1,42.2,1,2,1,0,0.009,0,0,midday,zone_37.53_-122.58,zone_37.49_-122.67,0.8066301954008054,16.965340315346147
trip_006606,b8307b4a1dc12fbd,2,5.0,1.77,39.0,47.5,1,0,1,0,0.009,0,1,morning_commute,zone_37.69_-122.35,zone_37.67_-122.37,0.8534028136415229,17.71161653048025
trip_006607,b8307b4a1dc12fbd,3,17.1,7.2,41.5,46.4,1,0,0,0,0.025,0,0,midday,zone_37.56_-122.42,zone_37.52_-122.45,0.9869989120536542,12.374203186405753
trip_006608,b8307b4a1dc12fbd,4,36.6,9.36,33.8,46.4,0,0,1,23,0.014,0,1,morning_commute,zone_37.77_-122.26,zone_37.71_-122.21,0.9843903450162131,19.827012537576664
trip_006609,b8307b4a1dc12fbd,5,19.4,15.36,41.5,47.2,2,0,0,0,0.014,0,1,evening_commute,zone_37.8_-122.21,zone_37.73_-122.22,0.8976076757965995,11.318070779627195
trip_006610,b8307b4a1dc12fbd,6,14.4,10.22,29.8,38.8,0,1,0,0,0.021,1,0,night,zone_37.88_-122.43,zone_37.8_-122.38,0.9087966539833134,12.566044626615932
trip_006611,b8307b4a1dc12fbd,7,24.4,5.92,40.6,49.1,1,0,0,0,0.026,0,1,evening_commute,zone_37.85_-122.46,zone_37.86_-122.38,0.9976628861771569,18.29462107093554
trip_006612,b8307b4a1dc12fbd,8,35.9,30.11,36.3,43.1,0,1,0,0,0.004,0,1,evening_commute,zone_37.85_-122.46,zone_37.83_-122.48,0.7906217691126699,25.99564882534753
trip_006613,b8307b4a1dc12fbd,9,16.5,11.76,29.7,35.7,0,1,1,0,0.003,0,1,evening_commute,zone_37.84_-122.38,zone_37.84_-122.35,0.9426458715020112,16.95315314612316
trip_006614,b8307b4a1dc12fbd,10,14.7,6.49,36.5,45.1,0,0,0,0,0.028,0,1,morning_commute,zone_37.84_-122.53,zone_37.85_-122.58,0.9138357497027902,15.649960181951473
trip_006615,b8307b4a1dc12fbd,11,50.6,32.85,34.2,41.2,3,1,2,0,0.028,0,1,morning_commute,zone_37.52_-122.29,zone_37.61_-122.26,0.9540404361006418,20.61907666141694
trip_006616,b8307b4a1dc12fbd,12,12.3,7.4,43.6,50.9,0,0,1,0,0.021,0,1,morning_commute,zone_37.85_-122.49,zone_37.92_-122.55,0.9895124092779444,18.099967493712157
trip_006617,b8307b4a1dc12fbd,13,43.8,16.7,43.0,58.1,0,0,2,0,0.004,0,1,morning_commute,zone_37.79_-122.43,zone_37.82_-122.51,0.8833560933461715,8.927737694701202
trip_006618,b8307b4a1dc12fbd,14,57.1,40.6,33.5,48.1,0,0,0,0,0.025,0,1,evening_commute,zone_37.64_-122.36,zone_37.64_-122.28,0.9743063059346027,7.6580968734808685
trip_006619,b8307b4a1dc12fbd,15,14.7,10.6,30.7,49.7,0,0,0,0,0.005,0,1,evening_commute,zone_37.68_-122.58,zone_37.69_-122.52,0.8945027351982067,10.023578808893992
trip_006620,b8307b4a1dc12fbd,16,9.8,7.88,33.0,37.1,0,0,0,0,0.034,0,1,morning_commute,zone_37.75_-122.26,zone_37.84_-122.2,0.8669997647898552,13.564010168467501
trip_006621,b8307b4a1dc12fbd,17,50.9,19.26,34.6,52.8,0,1,1,0,0.018,0,1,evening_commute,zone_37.67_-122.35,zone_37.69_-122.28,0.957227220547382,9.117075193055452
trip_006622,b8307b4a1dc12fbd,18,26.6,20.0,34.4,44.4,1,2,0,0,0.037,0,1,morning_commute,zone_37.6_-122.26,zone_37.61_-122.21,0.8227147751165114,10.27340697771784
trip_014963,b87cf5f9cfb517a0,1,23.1,5.49,31.8,35.0,2,1,2,0,0.096,0,0,midday,zone_37.51_-122.6,zone_37.41_-122.54,0.8382391612027968,21.50435827189488
trip_014964,b87cf5f9cfb517a0,2,9.2,4.99,37.3,48.7,1,0,0,41,0.027,0,1,evening_commute,zone_37.52_-122.26,zone_37.6_-122.2,0.9834866840190706,11.437826122828668
trip_014965,b87cf5f9cfb517a0,3,16.8,7.18,35.8,37.0,1,1,0,0,0.088,1,0,early_morning,zone_37.57_-122.37,zone_37.47_-122.45,0.9829466034805627,14.973333540174723
trip_014966,b87cf5f9cfb517a0,4,37.2,4.78,38.2,46.3,2,0,1,0,0.121,0,1,morning_commute,zone_37.62_-122.53,zone_37.53_-122.62,0.9057493045699778,11.148393158545927
trip_014967,b87cf5f9cfb517a0,5,33.8,16.77,32.2,50.0,2,1,0,0,0.156,0,1,evening_commute,zone_37.73_-122.41,zone_37.68_-122.35,0.9397102138193717,9.503545382742487
trip_014968,b87cf5f9cfb517a0,6,23.6,8.69,39.6,49.9,0,1,0,0,0.094,0,1,evening_commute,zone_37.6_-122.49,zone_37.53_-122.49,0.8296931086413077,30.416136690130564
trip_014969,b87cf5f9cfb517a0,7,45.1,28.66,26.8,54.8,1,0,2,0,0.032,0,1,morning_commute,zone_37.66_-122.31,zone_37.74_-122.29,0.9717544817919584,14.248572529676125
trip_014970,b87cf5f9cfb517a0,8,31.9,26.73,28.8,42.6,2,0,1,0,0.033,0,0,midday,zone_37.77_-122.48,zone_37.82_-122.56,0.9280922893890766,38.772176679300244
trip_014971,b87cf5f9cfb517a0,9,25.6,19.67,38.8,49.1,0,2,0,0,0.092,0,1,morning_commute,zone_37.52_-122.56,zone_37.49_-122.54,0.8366714173374072,12.843858957878505
trip_014972,b87cf5f9cfb517a0,10,36.9,20.29,31.7,32.9,5,2,1,0,0.004,0,1,morning_commute,zone_37.84_-122.56,zone_37.92_-122.6,0.8974113138500905,7.578183941799492
trip_014973,b87cf5f9cfb517a0,11,54.0,20.3,36.3,44.6,2,2,3,0,0.063,0,1,morning_commute,zone_37.77_-122.37,zone_37.83_-122.35,0.964655003242903,19.68682163657027
trip_014974,b87cf5f9cfb517a0,12,26.1,7.38,33.6,58.1,0,1,0,0,0.043,0,0,midday,zone_37.81_-122.53,zone_37.79_-122.45,0.8940523876143394,8.926695593209692
trip_014975,b87cf5f9cfb517a0,13,30.3,21.66,32.1,41.0,2,0,0,0,0.036,0,0,midday,zone_37.64_-122.27,zone_37.73_-122.17,0.951788997853788,25.886009915082337
trip_014976,b87cf5f9cfb517a0,14,50.8,28.14,30.1,34.8,7,2,0,31,0.025,0,0,midday,zone_37.64_-122.26,zone_37.58_-122.28,0.9921555713380554,24.165947858433118
trip_014977,b87cf5f9cfb517a0,15,72.0,38.71,38.2,42.5,4,5,4,0,0.003,0,1,evening_commute,zone_37.7_-122.39,zone_37.64_-122.33,0.9882844535979087,6.8540026018985785
trip_014978,b87cf5f9cfb517a0,16,26.8,10.92,25.3,54.8,2,0,0,0,0.09,1,0,early_morning,zone_37.6_-122.4,zone_37.51_-122.38,0.9025252534731233,10.611107526598063
trip_014979,b87cf5f9cfb517a0,17,20.5,7.45,36.6,56.3,1,1,0,72,0.121,0,1,morning_commute,zone_37.57_-122.22,zone_37.55_-122.16,0.81794722959396,17.974628295026502
trip_014980,b87cf5f9cfb517a0,18,24.6,14.27,30.9,48.3,1,1,2,51,0.071,0,1,evening_commute,zone_37.87_-122.24,zone_37.94_-122.26,0.9421992689498895,22.61882908601239
trip_004692,b880b06b4db329ed,1,21.5,11.73,41.2,52.3,2,5,4,0,0.347,0,0,midday,zone_37.72_-122.52,zone_37.66_-122.55,0.9599261284577373,9.38928745658756
trip_004693,b880b06b4db329ed,2,12.6,11.91,48.9,56.7,1,1,0,4,0.06,0,1,morning_commute,zone_37.8_-122.38,zone_37.77_-122.28,0.9336138622168337,19.870697359843653
trip_004694,b880b06b4db329ed,3,72.8,60.76,34.2,47.5,6,6,8,0,0.403,0,1,morning_commute,zone_37.86_-122.39,zone_37.83_-122.34,0.9790774649379684,7.952290913221375
trip_004695,b880b06b4db329ed,4,54.3,36.12,43.9,48.9,5,7,3,0,0.243,0,1,morning_commute,zone_37.62_-122.5,zone_37.58_-122.57,0.9714087480135503,14.068772194882419
trip_004696,b880b06b4db329ed,5,14.8,11.39,41.9,48.3,1,0,1,0,0.418,0,1,morning_commute,zone_37.78_-122.47,zone_37.69_-122.46,0.9988776299547376,15.653648823322388
trip_004697,b880b06b4db329ed,6,26.6,16.75,39.5,44.5,8,7,2,0,0.552,0,0,midday,zone_37.86_-122.52,zone_37.77_-122.47,0.886964937649944,24.812914622647142
trip_004698,b880b06b4db329ed,7,12.1,5.15,41.2,51.5,2,1,2,9,0.375,0,0,midday,zone_37.78_-122.43,zone_37.82_-122.39,0.8888852171318703,16.069957279066443
trip_004699,b880b06b4db329ed,8,42.1,25.88,48.9,54.2,7,3,3,0,0.584,0,0,midday,zone_37.78_-122.25,zone_37.8_-122.22,0.9150409769773818,9.162931593691354
trip_004700,b880b06b4db329ed,9,24.8,18.19,42.4,53.7,6,3,4,15,0.461,0,1,evening_commute,zone_37.56_-122.49,zone_37.52_-122.55,0.9795123357588601,9.881635970397696
trip_004701,b880b06b4db329ed,10,27.6,21.68,44.0,66.3,2,2,1,0,0.501,1,0,early_morning,zone_37.74_-122.36,zone_37.71_-122.28,0.973553644963031,15.209051654256658
trip_004702,b880b06b4db329ed,11,36.8,17.81,42.2,47.4,2,5,0,0,0.06,0,1,evening_commute,zone_37.7_-122.39,zone_37.63_-122.37,0.958159315382665,15.147393206238206
trip_004703,b880b06b4db329ed,12,12.6,12.0,39.8,61.2,1,2,1,0,0.14,0,0,midday,zone_37.78_-122.5,zone_37.8_-122.47,0.8978914013584793,6.0973434358685346
trip_004704,b880b06b4db329ed,13,18.2,14.07,51.9,64.7,2,2,0,36,0.882,1,0,early_morning,zone_37.54_-122.33,zone_37.56_-122.35,0.878731902231831,7.057469743492428
trip_004705,b880b06b4db329ed,14,16.9,16.09,37.4,39.9,4,2,0,17,0.589,0,0,midday,zone_37.76_-122.53,zone_37.7_-122.51,0.8331344315342372,10.249177020275823
trip_004706,b880b06b4db329ed,15,30.1,27.83,35.3,49.9,1,2,1,23,0.41,0,0,midday,zone_37.82_-122.37,zone_37.77_-122.38,0.9920367455029838,13.288756612776304
trip_004707,b880b06b4db329ed,16,70.2,50.03,43.8,49.0,11,6,6,0,0.24,1,0,night,zone_37.74_-122.41,zone_37.71_-122.44,0.9943307970255117,12.459872333363663
trip_004708,b880b06b4db329ed,17,43.1,37.63,37.1,63.8,2,11,3,32,0.677,0,1,morning_commute,zone_37.56_-122.3,zone_37.61_-122.31,0.9479166715521404,13.058524470180648
